lon,lat,residents,age_0_24,age_25_64,dwellings
-8.325234,41.474788,121,27,78,40
-8.337259,41.475659,80,23,42,30
-8.352528,41.475842,46,15,28,14
-8.401513,41.472587,52,13,35,20
-8.329331,41.476,63,20,34,18
-8.297542,41.474297,0,0,0,0
-8.397906,41.433821,70,19,39,21
-8.335168,41.431877,63,13,40,23
-8.349844,41.43419,47,10,13,16
-8.302282,41.433628,187,55,119,70
-8.246113,41.474276,93,14,60,30
-8.253007,41.476617,47,9,24,19
-8.269552,41.476883,24,3,12,11
-8.309497,41.474304,24,3,18,11
-8.329404,41.476708,42,14,26,15
-8.339965,41.476391,102,20,56,38
-8.393965,41.475197,52,15,33,16
-8.409258,41.471684,0,0,0,0
-8.254495,41.477718,51,16,26,18
-8.372883,41.50885,22,6,12,5
-8.34395,41.508658,14,5,6,4
-8.238119,41.50892,24,6,12,9
-8.248938,41.509111,106,24,59,39
-8.321838,41.509628,36,9,18,12
-8.296905,41.505003,64,16,33,22
-8.24031,41.50958,26,5,11,10
-8.37957,41.509712,32,8,19,12
-8.367564,41.50804,66,21,34,23
-8.288491,41.506539,79,25,46,22
-8.409734,41.444642,38,6,19,14
-8.403747,41.452321,60,14,34,17
-8.399505,41.454936,25,4,15,11
-8.391104,41.45475,5,2,2,2
-8.425063,41.458877,40,6,26,16
-8.416585,41.4587,85,10,14,12
-8.418773,41.45972,90,23,53,29
-8.413533,41.461797,22,2,12,9
-8.419297,41.46251,31,7,20,10
-8.424278,41.462906,50,14,22,16
-8.431314,41.464046,39,5,28,14
-8.421269,41.468891,0,0,0,0
-8.26802,41.455068,91,22,51,34
-8.265474,41.455388,78,14,44,29
-8.262568,41.455411,32,4,17,13
-8.340163,41.454667,41,13,24,12
-8.2829,41.455452,124,25,68,50
-8.35203,41.40943,12,3,6,5
-8.302632,41.41161,0,0,0,0
-8.309689,41.412222,47,6,34,15
-8.320367,41.412001,94,18,50,32
-8.265686,41.411809,39,12,22,13
-8.319088,41.417738,132,41,82,41
-8.357965,41.416708,49,5,31,22
-8.329111,41.415668,7,1,4,3
-8.256638,41.430841,63,15,39,21
-8.233321,41.430879,20,3,12,9
-8.307693,41.431579,115,20,52,45
-8.289332,41.475196,70,20,42,24
-8.270393,41.476518,60,12,37,24
-8.338065,41.477075,177,49,113,62
-8.321645,41.477309,51,15,27,19
-8.282686,41.474814,105,35,62,40
-8.229039,41.475394,66,21,34,22
-8.3988,41.473721,66,21,33,23
-8.340613,41.477404,109,29,68,36
-8.249411,41.476767,41,13,19,14
-8.329302,41.477463,51,15,31,17
-8.336359,41.434841,27,7,10,10
-8.282533,41.434916,176,39,91,67
-8.261084,41.475379,70,17,40,23
-8.337514,41.478081,176,62,108,62
-8.314403,41.476458,39,15,20,10
-8.355098,41.478239,78,21,47,28
-8.226322,41.477239,71,18,47,23
-8.346272,41.477188,35,11,18,12
-8.336742,41.478375,77,29,46,21
-8.338832,41.478334,99,31,59,35
-8.39066,41.476057,78,19,44,29
-8.331156,41.477933,125,41,73,41
-8.334933,41.47802,56,14,33,24
-8.280004,41.476143,79,23,43,27
-8.31839,41.478509,107,37,49,38
-8.337608,41.479646,29,8,15,11
-8.377671,41.478235,39,18,19,10
-8.351477,41.478729,83,25,50,29
-8.320892,41.480259,36,8,19,13
-8.24427,41.478409,62,17,38,21
-8.337093,41.480119,78,25,48,26
-8.333256,41.480435,97,23,65,35
-8.359202,41.478504,77,15,38,26
-8.265736,41.480305,18,3,10,7
-8.344924,41.478972,72,13,33,29
-8.33143,41.480505,49,14,27,14
-8.251949,41.509944,100,30,51,34
-8.348027,41.509466,17,2,6,8
-8.270528,41.531095,28,9,12,11
-8.341169,41.532141,43,6,27,15
-8.301844,41.532252,20,6,11,7
-8.260999,41.531147,16,4,6,5
-8.298444,41.533034,39,5,21,16
-8.229441,41.537784,4,0,1,4
-8.305815,41.441923,169,37,94,65
-8.388924,41.442698,47,6,26,19
-8.298514,41.443571,226,50,107,105
-8.304073,41.443025,311,57,161,133
-8.294113,41.443865,36,1,15,22
-8.369551,41.409401,14,2,8,6
-8.325484,41.40971,76,19,49,26
-8.239298,41.409644,56,18,33,18
-8.322966,41.409766,18,2,13,7
-8.310636,41.408988,51,9,32,20
-8.27424,41.410556,77,26,41,26
-8.296183,41.410098,127,32,71,48
-8.369151,41.411712,33,8,19,12
-8.289065,41.412568,83,27,53,27
-8.27785,41.412129,65,21,32,21
-8.374769,41.412146,13,1,5,6
-8.316175,41.455691,51,12,33,20
-8.305065,41.45602,129,45,73,41
-8.330081,41.453235,25,4,19,8
-8.278877,41.456176,147,25,77,62
-8.239562,41.453188,66,16,41,22
-8.281978,41.456654,46,6,26,20
-8.282282,41.455599,244,42,137,99
-8.26177,41.455757,31,6,22,10
-8.249051,41.455323,129,43,71,41
-8.300497,41.45528,76,27,43,24
-8.244504,41.455511,87,25,53,30
-8.282556,41.456873,40,7,20,17
-8.278436,41.457119,21,3,11,10
-8.321561,41.454118,20,2,11,8
-8.307299,41.413287,63,16,33,22
-8.313471,41.412054,18,3,11,6
-8.299647,41.413066,10,0,6,6
-8.359341,41.411102,70,16,42,21
-8.320548,41.413979,55,22,28,16
-8.317098,41.413526,44,10,24,18
-8.225797,41.426288,0,0,0,0
-8.303019,41.432321,133,30,70,50
-8.243467,41.430426,83,18,54,30
-8.383322,41.431635,83,25,52,27
-8.326933,41.431544,25,2,11,11
-8.324367,41.431897,117,29,73,40
-8.242867,41.432209,47,7,32,19
-8.280597,41.431728,37,7,17,13
-8.330549,41.430539,90,17,65,34
-8.354087,41.432525,21,2,12,11
-8.320547,41.43241,13,0,9,5
-8.384842,41.431525,71,22,36,25
-8.265131,41.473011,7,3,4,2
-8.304315,41.433222,196,26,72,46
-8.342015,41.432493,106,22,53,41
-8.303371,41.433556,207,40,123,83
-8.23929,41.432031,163,40,101,59
-8.32377,41.477833,48,10,28,21
-8.287184,41.475835,66,20,37,23
-8.325767,41.477621,77,28,44,23
-8.273773,41.477175,25,8,14,9
-8.236525,41.476464,16,3,9,6
-8.29641,41.476341,9,2,6,5
-8.330178,41.479005,40,8,23,14
-8.335984,41.478979,103,33,63,31
-8.33438,41.479219,91,26,57,32
-8.267578,41.478092,53,7,26,25
-8.338304,41.479103,245,79,152,86
-8.333744,41.478633,111,33,57,34
-8.379331,41.432088,20,0,17,8
-8.346018,41.43496,73,19,44,25
-8.245629,41.435289,7,0,4,4
-8.397015,41.43591,46,5,26,19
-8.400143,41.435588,117,30,60,43
-8.323939,41.435348,54,11,29,23
-8.284723,41.436441,107,21,65,41
-8.317695,41.435314,92,20,54,36
-8.240982,41.435649,31,4,17,13
-8.313386,41.437213,56,11,28,22
-8.314056,41.479672,28,5,17,8
-8.404266,41.478703,24,6,14,9
-8.258138,41.480256,83,18,42,35
-8.317296,41.498976,48,15,29,13
-8.270434,41.497939,11,2,7,4
-8.249207,41.500467,39,6,27,17
-8.311112,41.500122,53,9,34,20
-8.380694,41.498809,1,0,0,1
-8.321019,41.500403,101,20,57,39
-8.284321,41.497689,16,5,10,4
-8.321954,41.47014,44,14,23,17
-8.278574,41.469978,65,12,41,21
-8.283799,41.471189,47,14,30,18
-8.304368,41.469423,57,19,30,19
-8.316814,41.469372,31,13,17,10
-8.282657,41.470996,36,5,22,14
-8.227552,41.470089,21,5,16,7
-8.331161,41.470286,26,5,17,11
-8.301151,41.470004,47,7,36,11
-8.278162,41.470596,118,37,64,37
-8.358643,41.469611,44,12,25,14
-8.253913,41.498802,25,4,19,8
-8.344167,41.503302,33,5,25,15
-8.365434,41.504137,39,11,23,14
-8.371577,41.504551,22,7,11,9
-8.298794,41.410632,41,11,23,11
-8.331185,41.41001,14,4,8,5
-8.306836,41.410492,32,6,18,12
-8.246635,41.409819,109,41,61,36
-8.30143,41.409823,94,29,54,27
-8.318679,41.411327,34,10,19,13
-8.236767,41.409734,63,19,35,17
-8.320336,41.410938,86,18,44,36
-8.248225,41.411189,56,20,34,19
-8.345397,41.409522,6,2,1,2
-8.271114,41.453305,75,14,48,32
-8.30902,41.452822,142,27,84,53
-8.321315,41.413934,153,38,94,52
-8.314861,41.413675,75,16,41,29
-8.34242,41.456371,85,14,36,34
-8.306947,41.456345,97,38,50,33
-8.311989,41.456467,32,5,18,14
-8.265576,41.456527,71,16,50,22
-8.259311,41.457071,32,6,21,11
-8.278157,41.457579,87,16,52,36
-8.285539,41.456371,41,11,22,12
-8.308406,41.456477,12,0,5,4
-8.343519,41.457883,35,2,23,15
-8.251479,41.4579,41,11,21,14
-8.280809,41.457668,87,28,51,32
-8.272268,41.457106,33,9,22,11
-8.284517,41.458701,213,45,138,100
-8.287538,41.458048,362,112,205,125
-8.247984,41.457324,46,12,31,15
-8.267187,41.457949,61,11,36,24
-8.31244,41.458935,80,11,44,37
-8.267292,41.458508,0,0,0,0
-8.373036,41.414826,2,0,2,1
-8.34218,41.411094,0,0,0,0
-8.293616,41.414197,29,5,17,9
-8.398905,41.430451,59,14,33,19
-8.358535,41.432987,167,45,111,60
-8.338933,41.431204,82,11,46,34
-8.385777,41.434005,48,14,28,17
-8.250096,41.431053,72,17,45,25
-8.39494,41.433507,35,7,20,13
-8.275415,41.429935,5,2,3,1
-8.302072,41.436819,232,54,144,92
-8.389198,41.435449,90,22,48,30
-8.291838,41.437015,116,28,67,43
-8.314649,41.437297,25,3,12,11
-8.337446,41.435744,51,15,26,17
-8.353784,41.479374,22,5,11,9
-8.258866,41.479106,36,9,22,11
-8.331462,41.479229,33,12,16,11
-8.367885,41.475245,24,2,16,8
-8.327918,41.478688,109,34,63,35
-8.341341,41.478772,173,33,107,72
-8.340446,41.479209,54,11,29,20
-8.393865,41.437375,55,15,31,19
-8.239246,41.502348,7,0,6,3
-8.347966,41.50675,35,5,28,13
-8.28017,41.505473,3,1,2,1
-8.349911,41.504929,71,22,40,27
-8.250054,41.504525,66,17,35,21
-8.254409,41.506394,30,6,22,10
-8.352875,41.50659,30,8,20,11
-8.355889,41.504328,99,23,58,40
-8.311035,41.506115,2,0,1,1
-8.31899,41.410465,132,42,80,48
-8.269865,41.410849,95,24,61,33
-8.259301,41.408718,35,10,19,11
-8.300002,41.410717,41,6,25,17
-8.356001,41.409724,75,20,40,26
-8.279473,41.410342,62,11,42,23
-8.324481,41.411491,86,20,55,29
-8.313041,41.410732,13,5,6,5
-8.287243,41.411046,59,21,32,18
-8.377573,41.408957,63,16,34,20
-8.311331,41.469013,45,11,21,16
-8.280708,41.470389,53,17,28,16
-8.340179,41.469809,45,6,25,22
-8.264311,41.469037,50,13,28,23
-8.327337,41.469969,34,11,16,10
-8.286169,41.470519,74,14,50,28
-8.344351,41.467121,52,11,29,20
-8.393495,41.46961,47,12,24,15
-8.379435,41.47087,51,13,25,17
-8.272441,41.470463,28,5,15,11
-8.341544,41.417414,13,4,8,5
-8.301262,41.420099,43,6,18,19
-8.260603,41.471464,10,2,5,5
-8.268367,41.470377,47,10,24,15
-8.362927,41.470515,63,15,39,22
-8.287103,41.471804,40,7,20,15
-8.395957,41.434516,83,18,50,28
-8.383528,41.433293,85,24,45,28
-8.371321,41.431987,18,5,13,6
-8.396829,41.434784,94,21,66,36
-8.353025,41.434624,107,18,67,44
-8.367279,41.432109,51,19,25,16
-8.277395,41.43327,8,2,3,3
-8.243836,41.433342,49,13,28,15
-8.356142,41.434444,138,36,73,45
-8.350061,41.435117,89,24,43,32
-8.309601,41.434143,11,0,6,6
-8.257028,41.433327,68,24,37,21
-8.398705,41.434615,55,17,31,21
-8.303315,41.435048,452,144,268,173
-8.336662,41.480409,102,32,64,35
-8.398504,41.478653,32,9,17,11
-8.363331,41.480983,46,12,19,15
-8.324916,41.480261,75,18,46,25
-8.395685,41.479501,65,10,38,21
-8.262728,41.494839,70,23,36,22
-8.227621,41.498303,5,2,3,2
-8.336619,41.498581,93,8,25,14
-8.325305,41.499854,125,21,70,45
-8.309293,41.438848,17,0,8,7
-8.331176,41.436976,0,0,0,0
-8.398683,41.437692,74,12,44,30
-8.342662,41.436874,75,21,42,27
-8.325268,41.437784,0,0,0,0
-8.393506,41.439214,36,3,21,15
-8.293603,41.439425,43,12,25,18
-8.372512,41.502628,1,0,1,1
-8.366978,41.503548,48,17,26,17
-8.303888,41.502592,89,20,59,29
-8.322875,41.502687,26,3,14,9
-8.329212,41.50305,62,17,37,22
-8.324718,41.502895,18,5,9,8
-8.259433,41.502086,45,12,28,17
-8.355361,41.467766,99,27,62,31
-8.281477,41.46954,131,38,79,44
-8.336957,41.470101,56,11,31,20
-8.39942,41.46872,54,12,33,20
-8.386255,41.468423,40,12,22,12
-8.296567,41.47022,41,6,23,14
-8.283934,41.470895,70,13,42,27
-8.225873,41.495814,14,2,9,6
-8.239648,41.494096,1,0,1,1
-8.340416,41.496614,29,6,13,10
-8.335176,41.497474,56,12,32,22
-8.276668,41.494517,14,2,8,4
-8.311268,41.496973,35,7,21,12
-8.317848,41.496535,51,15,29,18
-8.352688,41.395181,44,14,22,14
-8.375323,41.395131,76,14,34,30
-8.348866,41.416782,114,31,74,34
-8.294821,41.445545,89,10,40,43
-8.403938,41.445008,58,11,31,19
-8.393665,41.447381,36,3,23,17
-8.283869,41.448558,203,68,121,73
-8.405391,41.447582,38,8,24,11
-8.403073,41.447901,20,4,10,9
-8.284776,41.448362,204,61,129,81
-8.385159,41.447494,35,8,21,16
-8.300959,41.416715,16,1,5,10
-8.304957,41.417471,176,22,59,29
-8.369359,41.416302,182,42,88,71
-8.301619,41.41853,73,16,42,28
-8.361422,41.417737,43,5,25,17
-8.311247,41.412161,49,9,27,17
-8.26214,41.410576,121,44,68,37
-8.24722,41.412327,36,8,20,13
-8.370685,41.41248,32,6,13,12
-8.287299,41.412767,51,8,26,23
-8.326377,41.411766,62,7,38,19
-8.370204,41.413153,24,4,6,10
-8.264766,41.412889,47,14,31,14
-8.267297,41.412084,82,22,47,26
-8.318099,41.412833,60,17,34,20
-8.30945,41.413179,70,12,40,27
-8.282551,41.411451,41,6,25,18
-8.309197,41.41362,47,13,28,17
-8.36926,41.413659,23,5,9,11
-8.250108,41.411734,51,11,34,18
-8.371895,41.41342,36,7,21,15
-8.351492,41.413699,62,13,39,24
-8.348978,41.415242,52,9,19,12
-8.301826,41.435086,248,67,154,98
-8.284393,41.435214,153,33,75,61
-8.280908,41.4345,106,19,57,42
-8.380309,41.434975,37,6,20,16
-8.353428,41.435525,97,27,54,34
-8.300207,41.436131,105,28,70,43
-8.361546,41.439138,81,19,43,28
-8.245721,41.438159,31,6,18,10
-8.382049,41.439945,77,23,43,25
-8.29356,41.440421,72,9,42,43
-8.312421,41.439338,240,51,127,95
-8.294157,41.440162,90,12,56,42
-8.39649,41.438768,29,6,16,12
-8.291145,41.439846,160,26,89,68
-8.248995,41.438565,69,20,45,24
-8.247771,41.469371,50,10,30,18
-8.384231,41.47164,52,12,34,18
-8.353649,41.471432,21,6,12,6
-8.23064,41.471022,42,9,26,16
-8.329187,41.471957,52,7,21,21
-8.294258,41.471262,19,6,7,7
-8.246552,41.471444,61,19,27,21
-8.290716,41.471262,0,0,0,0
-8.389126,41.470351,74,24,36,22
-8.241399,41.47184,51,15,32,16
-8.252809,41.470146,7,1,4,4
-8.22928,41.491551,21,6,10,8
-8.352037,41.493671,136,46,83,43
-8.347867,41.493401,31,6,21,10
-8.349096,41.493228,29,8,18,12
-8.351667,41.493263,68,15,37,26
-8.356164,41.498078,39,8,24,12
-8.333398,41.497541,69,24,32,25
-8.253333,41.496665,31,6,19,12
-8.330024,41.497347,98,24,56,34
-8.247718,41.496946,65,14,41,21
-8.352524,41.497414,57,16,25,21
-8.344893,41.496977,98,13,53,44
-8.347135,41.498812,24,7,14,8
-8.312505,41.497994,50,14,27,18
-8.29384,41.497006,88,25,50,31
-8.32833,41.498764,50,15,26,15
-8.362021,41.497774,85,25,42,29
-8.36719,41.498135,49,7,21,18
-8.255769,41.408578,0,0,0,0
-8.313488,41.414822,52,11,25,21
-8.320258,41.414379,85,14,44,30
-8.274306,41.413146,19,4,10,9
-8.291075,41.414494,39,8,22,15
-8.351574,41.414745,28,6,14,10
-8.285281,41.413954,33,6,18,12
-8.250836,41.413184,48,12,29,17
-8.311626,41.41514,37,5,23,16
-8.259646,41.413978,25,8,17,8
-8.309854,41.414753,62,12,39,22
-8.348185,41.412532,4,2,2,1
-8.363722,41.414571,31,11,20,10
-8.307373,41.415108,52,15,28,16
-8.305953,41.415335,43,15,22,12
-8.319169,41.414779,89,21,49,27
-8.321469,41.415506,127,42,79,43
-8.363587,41.434625,101,17,55,40
-8.376375,41.432886,13,3,9,4
-8.291988,41.437296,114,19,67,58
-8.391122,41.437122,35,8,20,14
-8.314857,41.437743,43,7,18,19
-8.367717,41.436398,18,6,10,5
-8.363722,41.43729,50,20,26,13
-8.299364,41.437914,114,28,64,45
-8.269047,41.432639,0,0,0,0
-8.3111,41.437762,125,31,82,53
-8.387847,41.436382,75,15,41,25
-8.300869,41.437325,192,42,110,72
-8.395652,41.437656,37,9,16,14
-8.390218,41.439669,53,10,32,20
-8.291617,41.441511,95,24,51,38
-8.318555,41.440157,63,14,32,26
-8.382242,41.441104,26,3,13,9
-8.303605,41.44968,170,46,100,68
-8.270418,41.448899,116,41,71,43
-8.282119,41.449984,70,10,37,27
-8.305598,41.449417,47,7,21,22
-8.338626,41.449181,68,18,36,23
-8.380758,41.449102,14,2,10,4
-8.301075,41.449637,277,81,165,112
-8.28147,41.449693,585,155,344,240
-8.303235,41.450588,230,75,129,82
-8.305185,41.450303,175,59,106,65
-8.25131,41.473858,131,36,87,45
-8.337551,41.493221,101,21,51,40
-8.380071,41.490426,0,0,0,0
-8.388505,41.490721,9,1,8,3
-8.23159,41.492138,9,1,5,4
-8.286564,41.445465,171,34,91,71
-8.391753,41.443443,90,20,59,33
-8.286085,41.446818,155,22,80,72
-8.28855,41.44611,165,41,88,71
-8.396936,41.446135,8,1,3,3
-8.357887,41.436659,116,30,76,39
-8.354691,41.437176,68,16,33,26
-8.279732,41.436761,126,40,65,35
-8.373421,41.436185,148,23,63,23
-8.312059,41.438195,328,95,189,117
-8.29928,41.438565,107,37,60,39
-8.38426,41.43723,113,25,55,42
-8.393109,41.438538,42,11,20,14
-8.284055,41.437945,41,4,23,19
-8.303746,41.437127,127,25,82,55
-8.395764,41.438416,50,8,36,16
-8.315051,41.438759,54,9,27,25
-8.30804,41.436041,0,0,0,0
-8.284711,41.43904,87,15,46,35
-8.23559,41.472348,18,3,11,8
-8.254959,41.475988,31,8,19,10
-8.269278,41.47539,109,25,58,43
-8.241381,41.47728,47,11,28,18
-8.373822,41.478255,26,4,15,8
-8.321844,41.479621,49,12,36,19
-8.334831,41.480185,51,17,21,17
-8.231764,41.480133,26,8,12,8
-8.320137,41.492274,75,19,43,25
-8.361895,41.492929,24,2,17,9
-8.310129,41.489915,0,0,0,0
-8.286226,41.447141,153,43,89,61
-8.285607,41.44685,64,10,33,30
-8.40056,41.446483,55,5,31,23
-8.286934,41.447279,100,26,62,45
-8.373163,41.389671,81,21,49,23
-8.298569,41.416985,55,12,32,23
-8.310333,41.418737,70,18,42,25
-8.348332,41.418878,65,20,40,21
-8.317262,41.437471,11,2,2,4
-8.332334,41.437574,76,14,48,29
-8.244985,41.438141,65,14,40,24
-8.383469,41.439366,123,31,73,45
-8.288922,41.438639,317,68,166,132
-8.295584,41.439872,46,7,25,21
-8.365741,41.438333,68,22,38,21
-8.334897,41.438597,39,13,22,14
-8.382087,41.437478,28,6,18,9
-8.309309,41.438425,1,0,0,1
-8.300587,41.439403,124,9,62,64
-8.309467,41.439881,82,26,43,25
-8.246848,41.438431,7,1,2,4
-8.396841,41.451409,109,20,68,38
-8.385494,41.457263,0,0,0,0
-8.428648,41.458942,61,10,34,24
-8.366259,41.45344,65,17,38,26
-8.370304,41.389666,94,27,49,29
-8.328662,41.389833,81,15,57,27
-8.278263,41.390006,73,14,44,28
-8.282929,41.389405,43,16,23,13
-8.33332,41.390048,76,19,37,27
-8.37553,41.390918,29,4,15,12
-8.329456,41.391674,46,7,28,19
-8.27159,41.391444,22,6,10,9
-8.337686,41.390639,98,23,47,35
-8.37529,41.392701,28,8,14,10
-8.255101,41.414564,15,3,11,5
-8.303526,41.415604,108,35,62,35
-8.302606,41.419005,19,2,5,9
-8.315899,41.4191,40,16,18,14
-8.299014,41.419388,93,21,54,41
-8.362231,41.418695,5,0,3,2
-8.296319,41.419072,93,15,55,36
-8.251778,41.437284,31,7,19,12
-8.302062,41.439754,135,33,77,53
-8.300584,41.440643,85,15,46,46
-8.358866,41.439903,50,13,33,19
-8.395199,41.439372,53,16,24,20
-8.288269,41.440278,13,0,1,3
-8.296562,41.440494,123,11,71,63
-8.383685,41.440526,42,9,19,19
-8.303741,41.439959,69,12,44,37
-8.376243,41.439727,3,0,3,1
-8.285851,41.440318,214,69,120,77
-8.301496,41.441389,34,6,22,18
-8.385696,41.439942,0,0,0,0
-8.289789,41.441429,86,22,42,33
-8.299009,41.44128,90,10,48,54
-8.31627,41.447595,332,117,205,100
-8.33554,41.44892,51,7,28,22
-8.281279,41.451198,224,75,135,77
-8.329634,41.44887,55,11,35,21
-8.254765,41.448907,24,9,12,8
-8.263128,41.451331,121,37,74,38
-8.31366,41.487426,51,12,34,17
-8.332262,41.487341,24,5,15,10
-8.335386,41.392408,54,18,30,21
-8.332042,41.393051,175,33,109,71
-8.371466,41.392589,165,29,90,60
-8.337825,41.393132,38,13,22,12
-8.368957,41.39241,78,13,46,28
-8.329124,41.393678,20,6,13,7
-8.294277,41.419629,92,24,49,36
-8.304527,41.419017,48,5,26,18
-8.376163,41.416376,31,7,18,11
-8.317936,41.419337,70,20,42,22
-8.277712,41.45205,196,59,122,82
-8.290828,41.442993,40,5,17,24
-8.287247,41.443324,75,18,40,31
-8.288778,41.443282,106,19,53,47
-8.285577,41.44365,50,15,24,18
-8.290924,41.443753,32,8,12,10
-8.291995,41.443606,29,19,6,5
-8.287079,41.444183,162,32,74,65
-8.295231,41.444675,25,4,10,10
-8.292413,41.444938,44,11,22,13
-8.284981,41.444703,77,20,44,26
-8.289955,41.444522,21,4,8,8
-8.288928,41.444715,115,18,58,54
-8.293873,41.444988,36,2,17,16
-8.283902,41.449557,41,11,25,17
-8.287416,41.448799,88,15,43,31
-8.283682,41.449991,43,3,22,18
-8.289995,41.447696,44,39,5,3
-8.401745,41.448128,31,6,15,13
-8.285733,41.449548,185,25,125,44
-8.2838,41.450298,61,5,27,29
-8.286075,41.450362,98,15,49,45
-8.259107,41.439115,7,2,3,3
-8.380743,41.442053,102,27,60,41
-8.292705,41.442396,27,4,15,14
-8.337833,41.440097,77,14,44,30
-8.301039,41.442473,21,5,9,9
-8.287736,41.442483,49,11,29,15
-8.350426,41.439409,63,11,31,26
-8.234777,41.486862,45,4,28,24
-8.341392,41.488825,50,11,29,21
-8.315316,41.488136,54,17,35,17
-8.302336,41.487565,34,8,22,11
-8.338598,41.489191,66,16,31,23
-8.358522,41.488797,46,6,25,20
-8.242579,41.487196,59,17,39,24
-8.342889,41.489444,49,6,27,16
-8.352746,41.489605,39,13,26,13
-8.317136,41.488643,95,28,59,32
-8.367588,41.487542,7,0,4,3
-8.362888,41.488926,35,6,25,13
-8.360346,41.488961,25,1,15,12
-8.27818,41.488674,5,2,3,1
-8.280131,41.490055,19,4,12,6
-8.284984,41.489307,9,2,4,4
-8.22246,41.487456,0,0,0,0
-8.273058,41.486491,29,4,19,11
-8.232522,41.489768,43,8,30,14
-8.344398,41.490097,76,11,37,28
-8.247775,41.48832,11,2,7,4
-8.350105,41.395669,98,23,56,35
-8.347319,41.394229,73,19,45,21
-8.380509,41.396052,36,6,20,18
-8.369044,41.39556,84,22,57,28
-8.266305,41.41589,37,11,23,14
-8.263688,41.415388,34,13,15,12
-8.351698,41.41661,65,12,38,24
-8.306681,41.417301,51,10,38,16
-8.287855,41.416796,45,11,31,14
-8.318832,41.417046,137,41,80,43
-8.292997,41.416515,52,6,33,21
-8.344652,41.414859,2,0,2,2
-8.352713,41.417009,12,0,11,7
-8.368677,41.41789,43,7,25,20
-8.278835,41.416082,29,5,13,13
-8.348456,41.417492,42,10,27,15
-8.336651,41.379093,46,12,22,14
-8.330333,41.380565,86,10,54,35
-8.340355,41.379707,99,27,56,39
-8.34225,41.380758,77,15,48,29
-8.359102,41.379049,32,7,20,11
-8.349255,41.380402,54,4,38,27
-8.332227,41.380958,38,11,20,11
-8.399649,41.449095,37,14,21,11
-8.392636,41.449803,59,14,34,19
-8.38214,41.449925,40,7,20,17
-8.284048,41.451153,80,13,40,37
-8.282803,41.451065,77,12,39,31
-8.282112,41.451688,24,6,14,9
-8.386738,41.449948,69,16,44,22
-8.39922,41.452121,59,20,33,15
-8.390724,41.451853,45,11,25,15
-8.367494,41.427289,63,23,35,18
-8.353765,41.427961,150,40,94,53
-8.228996,41.423766,10,3,6,4
-8.252976,41.421972,46,9,29,15
-8.241259,41.427403,48,19,19,18
-8.379709,41.426011,18,6,8,7
-8.333279,41.426764,36,6,19,14
-8.296274,41.428569,85,29,48,27
-8.236973,41.427861,76,17,52,25
-8.295453,41.428658,57,14,30,24
-8.355672,41.428121,45,8,23,18
-8.38256,41.428268,30,8,13,9
-8.336752,41.427602,63,16,38,21
-8.236544,41.428638,64,15,42,21
-8.302341,41.428178,71,11,45,25
-8.304035,41.428211,216,57,146,91
-8.366092,41.428298,199,62,135,65
-8.303844,41.429612,217,79,132,80
-8.307971,41.427363,90,21,47,33
-8.354585,41.429484,27,5,13,12
-8.322378,41.441927,21,5,11,8
-8.293482,41.441658,100,13,64,59
-8.29326,41.442082,70,6,37,44
-8.290516,41.442055,75,10,21,14
-8.286933,41.442105,113,27,67,50
-8.346004,41.441849,30,7,22,10
-8.294229,41.442817,52,7,32,30
-8.319915,41.441361,58,7,33,23
-8.319482,41.442786,49,10,32,21
-8.38245,41.442068,86,29,49,27
-8.293136,41.44307,71,16,32,32
-8.298605,41.442592,151,7,41,50
-8.314266,41.442537,63,9,32,25
-8.35469,41.440997,56,11,34,23
-8.245682,41.442084,115,40,65,39
-8.280697,41.441268,18,3,13,7
-8.31613,41.44304,19,3,9,8
-8.308935,41.441777,202,68,118,67
-8.319908,41.443162,20,2,14,6
-8.258065,41.486608,32,7,16,14
-8.352055,41.488295,93,29,53,35
-8.291716,41.48719,22,6,12,8
-8.35355,41.488165,43,6,26,20
-8.317215,41.444008,38,1,22,17
-8.30406,41.444726,158,21,72,72
-8.29452,41.447558,107,11,53,46
-8.302541,41.448076,232,23,106,95
-8.294417,41.448474,183,31,120,100
-8.264889,41.447875,58,18,37,16
-8.297538,41.447686,239,32,125,109
-8.303388,41.448387,11,0,8,4
-8.310203,41.447388,108,30,71,38
-8.380294,41.486181,4,1,3,1
-8.268176,41.489011,30,7,18,8
-8.361885,41.490786,59,11,33,25
-8.349395,41.492195,78,24,44,25
-8.350979,41.49249,56,9,32,21
-8.359788,41.491661,20,5,11,7
-8.37026,41.491219,23,7,14,7
-8.366491,41.491519,57,13,32,20
-8.286748,41.510121,64,24,32,20
-8.355027,41.509143,25,3,13,11
-8.234035,41.394848,29,7,15,11
-8.225444,41.394763,3,1,0,2
-8.377788,41.39518,79,15,43,34
-8.25519,41.395495,44,13,21,15
-8.269356,41.39537,10,3,5,3
-8.373755,41.395582,104,21,65,33
-8.382576,41.396261,62,15,29,21
-8.222892,41.396157,42,7,22,18
-8.343451,41.39662,43,15,22,14
-8.380196,41.396813,35,5,25,14
-8.247816,41.394799,25,6,16,8
-8.272432,41.395649,39,13,22,12
-8.27634,41.39615,95,18,58,34
-8.376005,41.396872,88,15,53,32
-8.32682,41.396718,72,9,48,34
-8.351403,41.397088,65,18,35,21
-8.363047,41.396771,121,23,70,51
