lon,lat,residents,age_0_24,age_25_64,dwellings
-8.382795,41.39706,85,23,43,31
-8.268468,41.413224,44,8,24,18
-8.366338,41.413758,94,19,49,28
-8.351717,41.368884,25,6,14,8
-8.370933,41.370227,15,3,8,7
-8.366472,41.371119,29,1,21,14
-8.376368,41.368444,32,5,21,13
-8.39341,41.36994,82,15,51,30
-8.353787,41.369948,10,1,4,5
-8.368429,41.371115,46,4,17,16
-8.38124,41.373406,53,13,28,18
-8.311716,41.418115,32,10,17,11
-8.307745,41.418572,59,9,35,24
-8.346028,41.419278,35,11,16,11
-8.301461,41.419232,54,9,32,21
-8.321977,41.418122,76,16,54,27
-8.300599,41.398607,39,16,22,10
-8.337517,41.398486,26,5,12,9
-8.324086,41.397736,75,19,44,24
-8.222096,41.398819,100,30,64,37
-8.370665,41.397876,78,13,36,33
-8.241544,41.396798,70,21,40,24
-8.343873,41.399242,40,8,22,16
-8.225782,41.398132,29,4,10,14
-8.354709,41.398441,82,23,49,28
-8.271253,41.398781,14,2,6,8
-8.378245,41.39974,34,8,20,12
-8.274278,41.3994,94,21,56,32
-8.276097,41.399539,78,21,38,29
-8.374891,41.39901,48,7,26,18
-8.364134,41.39932,20,5,7,8
-8.28531,41.397134,84,21,53,28
-8.385076,41.366471,35,7,18,11
-8.387469,41.367822,14,1,9,6
-8.356305,41.367646,29,3,12,14
-8.384157,41.368456,45,6,19,22
-8.383622,41.369304,87,9,45,39
-8.38671,41.368906,77,22,44,27
-8.279345,41.420466,33,9,17,13
-8.343704,41.421793,44,7,23,18
-8.348015,41.422637,66,8,30,28
-8.347908,41.423147,59,13,41,21
-8.383983,41.374205,32,6,12,14
-8.346277,41.372668,61,9,41,26
-8.370963,41.372762,52,10,26,18
-8.374625,41.373665,38,7,23,13
-8.359979,41.423793,99,29,67,34
-8.354904,41.422888,55,4,27,25
-8.346084,41.423066,84,27,49,28
-8.28536,41.423053,37,9,15,12
-8.386565,41.423811,37,9,18,14
-8.288149,41.423264,66,20,40,21
-8.348259,41.424077,79,9,37,33
-8.335594,41.423071,63,13,30,25
-8.352005,41.424403,89,23,62,34
-8.349288,41.424266,56,10,26,23
-8.343642,41.423996,93,13,61,40
-8.345245,41.424074,55,11,28,24
-8.314743,41.423864,52,13,37,17
-8.341301,41.422809,56,7,28,22
-8.271039,41.420096,0,0,0,0
-8.346073,41.397854,65,16,40,25
-8.38236,41.398692,42,8,29,13
-8.289854,41.427101,72,22,42,23
-8.350139,41.427873,99,15,46,45
-8.346103,41.42717,16,3,3,5
-8.36718,41.399939,69,13,37,28
-8.233435,41.398386,46,10,28,16
-8.271951,41.400792,105,33,63,34
-8.351222,41.399735,17,5,8,7
-8.360702,41.399245,56,15,35,15
-8.371526,41.400699,44,3,28,17
-8.273253,41.401495,90,22,54,31
-8.279208,41.400017,42,14,24,15
-8.293108,41.399028,140,41,76,51
-8.253076,41.399775,66,20,39,22
-8.28805,41.401366,99,21,56,37
-8.290523,41.401552,51,10,23,19
-8.288356,41.401278,79,12,40,35
-8.239474,41.42921,62,20,38,17
-8.292368,41.428689,39,5,16,16
-8.347971,41.42927,71,12,37,30
-8.393303,41.427087,58,13,38,25
-8.355988,41.429564,162,53,105,60
-8.389758,41.36875,137,26,85,47
-8.367641,41.369841,55,8,35,19
-8.380203,41.369635,65,14,39,24
-8.390128,41.370311,41,7,19,14
-8.349127,41.374929,153,34,92,53
-8.341856,41.37592,65,8,54,9
-8.382339,41.376395,97,27,58,29
-8.335538,41.376485,26,3,18,11
-8.372542,41.376109,32,3,21,10
-8.350814,41.378377,62,11,32,25
-8.36595,41.377749,13,2,6,8
-8.323201,41.378034,97,21,52,38
-8.332655,41.422727,6,2,4,1
-8.381578,41.42409,34,5,20,13
-8.301458,41.424238,8,3,4,3
-8.338507,41.423598,52,14,26,17
-8.350296,41.424342,56,11,29,25
-8.301035,41.426156,53,9,26,23
-8.302282,41.426137,66,7,41,35
-8.347144,41.425082,143,27,83,54
-8.337542,41.426081,45,11,25,16
-8.313341,41.425726,105,27,65,37
-8.349457,41.426416,92,21,53,33
-8.348077,41.425882,53,11,22,22
-8.297752,41.425855,43,6,23,19
-8.389481,41.425213,46,7,29,19
-8.297698,41.426568,66,10,32,31
-8.360074,41.425328,39,6,19,19
-8.31176,41.440815,181,38,106,63
-8.313895,41.440615,404,87,245,167
-8.380995,41.441109,118,31,66,42
-8.29752,41.395914,45,11,28,15
-8.257713,41.39924,42,15,26,13
-8.228541,41.398051,48,11,29,17
-8.339654,41.399449,36,5,18,13
-8.328723,41.398771,48,7,29,17
-8.381664,41.40026,50,16,26,18
-8.316264,41.428692,56,11,28,27
-8.352474,41.4295,70,15,40,22
-8.370614,41.402941,59,8,39,23
-8.229028,41.401015,17,6,10,4
-8.331909,41.401353,37,10,22,13
-8.287318,41.403194,51,14,28,18
-8.324008,41.403418,53,9,25,22
-8.344684,41.401589,0,0,0,0
-8.377752,41.402702,117,26,64,45
-8.379115,41.40366,54,8,30,18
-8.371395,41.404043,37,6,22,15
-8.373656,41.40309,65,11,37,24
-8.230456,41.403556,44,12,23,16
-8.376816,41.404009,30,4,18,14
-8.326381,41.40316,42,9,26,12
-8.368928,41.403636,43,6,21,17
-8.328522,41.403635,22,7,13,6
-8.38306,41.402184,51,13,27,15
-8.319939,41.403961,55,12,32,19
-8.270328,41.404438,36,12,23,13
-8.372496,41.404709,29,3,14,13
-8.391155,41.373603,18,6,9,6
-8.380756,41.37494,53,8,35,19
-8.353425,41.374961,49,10,26,18
-8.367922,41.374504,73,14,41,22
-8.384582,41.375352,47,10,20,21
-8.34647,41.375638,26,4,16,13
-8.365254,41.374332,103,18,53,36
-8.383908,41.375795,25,4,11,11
-8.339,41.374747,3,1,2,1
-8.318066,41.375597,68,15,37,26
-8.38601,41.375624,58,14,33,23
-8.35226,41.375097,73,10,35,28
-8.379898,41.375628,38,8,25,12
-8.355781,41.374841,194,42,116,69
-8.328125,41.37836,111,23,53,43
-8.380634,41.377905,119,29,77,40
-8.390103,41.377666,32,4,19,13
-8.318172,41.377527,12,1,6,6
-8.322259,41.378693,163,37,94,65
-8.260838,41.420435,0,0,0,0
-8.344982,41.425021,53,8,26,23
-8.355255,41.424801,64,10,31,27
-8.367237,41.423922,0,0,0,0
-8.336118,41.424484,123,25,62,52
-8.354979,41.425411,17,3,10,6
-8.291358,41.423583,74,19,40,24
-8.300679,41.425586,195,46,110,74
-8.237147,41.422346,120,30,70,41
-8.246007,41.424687,81,21,46,29
-8.365992,41.426538,36,7,19,12
-8.36493,41.424434,149,28,72,56
-8.294713,41.425113,107,23,65,38
-8.335177,41.426474,42,16,20,14
-8.356452,41.425998,70,12,17,13
-8.311532,41.425355,5,2,3,2
-8.348054,41.426387,67,11,37,26
-8.288405,41.426721,59,19,34,18
-8.294334,41.441688,73,6,40,42
-8.30139,41.441848,55,8,23,29
-8.321708,41.44164,100,27,55,34
-8.278976,41.440418,81,21,34,31
-8.317449,41.441609,70,10,31,30
-8.296662,41.441635,135,19,79,78
-8.316808,41.441114,177,27,89,77
-8.294811,41.44181,50,7,31,24
-8.252554,41.441549,43,6,34,14
-8.324254,41.400656,82,18,42,28
-8.266007,41.399693,51,14,29,16
-8.291382,41.401364,70,17,39,25
-8.223291,41.400134,56,14,32,20
-8.269662,41.401567,41,12,24,12
-8.370562,41.402315,23,3,11,8
-8.364511,41.401787,15,0,10,9
-8.380186,41.401779,4,1,1,2
-8.263348,41.400548,59,21,38,17
-8.272513,41.42764,0,0,0,0
-8.363069,41.430222,51,14,33,18
-8.324891,41.405181,60,17,34,18
-8.236966,41.403886,20,0,16,6
-8.281425,41.404817,76,17,43,29
-8.284796,41.404966,75,11,46,26
-8.316026,41.402987,60,13,33,23
-8.290797,41.404778,50,10,28,16
-8.36444,41.404105,34,3,13,16
-8.231564,41.405465,40,8,29,17
-8.292773,41.404874,126,34,71,45
-8.300593,41.405766,21,4,17,7
-8.370251,41.405711,33,7,20,12
-8.234522,41.402361,47,12,27,21
-8.369056,41.40637,61,20,36,19
-8.262017,41.40524,106,18,71,37
-8.380528,41.404929,151,38,79,60
-8.385364,41.441551,52,11,28,18
-8.300668,41.44295,59,9,32,27
-8.338681,41.395972,64,16,37,19
-8.380743,41.397604,25,7,15,10
-8.281677,41.394383,109,25,65,40
-8.259991,41.396235,39,11,18,16
-8.354409,41.396913,46,10,31,14
-8.377884,41.397373,71,14,41,28
-8.33094,41.396276,115,22,73,39
-8.361124,41.394953,12,1,6,5
-8.349993,41.397653,82,11,54,35
-8.374704,41.397029,52,8,30,23
-8.379653,41.397851,93,27,50,29
-8.366094,41.397341,61,13,33,20
-8.384358,41.397904,38,10,22,15
-8.253818,41.397261,14,4,8,6
-8.276107,41.398474,32,7,14,11
-8.325342,41.398408,69,20,36,24
-8.299867,41.426819,58,18,29,18
-8.296121,41.427251,100,19,51,46
-8.299692,41.427709,92,23,46,35
-8.31177,41.427364,80,13,46,33
-8.297048,41.427672,74,15,47,28
-8.383679,41.426568,50,11,25,19
-8.314252,41.42775,94,26,59,32
-8.291997,41.427602,86,12,43,32
-8.312345,41.427999,46,7,24,22
-8.248845,41.426756,26,6,16,9
-8.320497,41.427557,73,20,42,22
-8.245303,41.42742,55,10,30,22
-8.294686,41.427494,99,19,61,36
-8.238627,41.427244,29,9,16,9
-8.365045,41.488628,30,4,18,11
-8.241399,41.489373,13,3,8,5
-8.328499,41.489034,73,19,41,23
-8.297062,41.487692,9,3,2,3
-8.26589,41.402993,44,9,33,15
-8.271079,41.402786,119,25,66,44
-8.292362,41.403429,38,5,17,17
-8.376584,41.402119,22,4,9,10
-8.373075,41.425325,81,23,41,32
-8.260636,41.399883,143,42,86,46
-8.240041,41.400242,2,0,2,1
-8.291087,41.402372,32,6,19,12
-8.292507,41.40237,33,6,18,13
-8.320802,41.400848,47,13,24,16
-8.277462,41.400248,82,24,48,26
-8.323745,41.402583,59,7,35,23
-8.255698,41.401204,38,10,20,11
-8.283679,41.400786,168,50,86,52
-8.226213,41.401702,11,3,8,4
-8.297459,41.401286,41,11,24,13
-8.259935,41.402871,77,17,49,25
-8.269317,41.402759,70,23,40,23
-8.385602,41.42799,71,22,39,26
-8.306099,41.430632,107,34,62,31
-8.39042,41.430005,80,19,41,27
-8.312686,41.429737,23,2,12,11
-8.356692,41.430069,203,55,128,74
-8.307584,41.430241,83,20,45,30
-8.321526,41.429516,78,24,44,27
-8.274644,41.403672,0,0,0,0
-8.289472,41.404246,63,15,35,23
-8.241222,41.404297,71,16,41,25
-8.321929,41.404492,76,16,41,27
-8.352073,41.463956,52,10,29,23
-8.345731,41.463502,67,13,44,24
-8.270125,41.463372,103,22,67,31
-8.287762,41.462887,6,1,5,2
-8.273278,41.464072,41,11,21,14
-8.268132,41.46219,97,25,59,33
-8.305536,41.462686,46,10,26,19
-8.302118,41.46377,3,0,3,2
-8.34654,41.464499,34,6,19,13
-8.259464,41.463424,56,14,34,23
-8.290224,41.464407,40,7,22,15
-8.353544,41.46437,19,4,8,7
-8.252674,41.404042,1,0,0,1
-8.36077,41.404711,82,16,53,29
-8.278917,41.404261,36,7,24,14
-8.225076,41.405014,62,12,31,23
-8.315174,41.444606,25,5,16,8
-8.313954,41.444398,206,40,135,84
-8.24875,41.443188,21,3,14,9
-8.302855,41.445117,133,15,57,67
-8.386196,41.443374,90,32,50,29
-8.382088,41.444182,30,7,14,10
-8.311914,41.444716,315,66,167,123
-8.30617,41.444908,573,129,274,229
-8.306658,41.445378,211,50,87,91
-8.276646,41.444626,146,46,82,56
-8.30983,41.445761,130,34,76,50
-8.263459,41.44425,49,16,29,17
-8.241022,41.441276,16,2,8,5
-8.253072,41.444645,65,16,41,23
-8.327071,41.444777,27,5,17,11
-8.253146,41.443714,40,7,27,15
-8.238666,41.460713,4,0,3,1
-8.334223,41.463794,9,2,4,4
-8.351241,41.464753,45,15,23,19
-8.355614,41.463942,40,7,25,14
-8.280058,41.465152,27,3,13,11
-8.329381,41.465055,85,26,52,29
-8.319692,41.464035,96,21,55,34
-8.297935,41.519086,53,16,29,18
-8.34173,41.521619,43,11,24,14
-8.327022,41.520322,43,3,25,17
-8.323061,41.519497,99,25,61,36
-8.328916,41.405358,61,16,39,18
-8.241272,41.406243,89,26,51,28
-8.351423,41.403756,105,17,66,35
-8.365496,41.406392,135,26,85,54
-8.244738,41.405416,89,31,55,28
-8.232302,41.40588,80,22,45,26
-8.23785,41.405501,64,16,42,20
-8.324549,41.40641,67,16,38,20
-8.356555,41.40607,95,19,49,39
-8.292135,41.406582,62,19,30,25
-8.23464,41.407035,57,16,38,18
-8.265227,41.406479,33,5,20,11
-8.241601,41.407359,63,10,38,25
-8.360136,41.407343,65,15,34,24
-8.246826,41.403223,74,18,45,26
-8.316171,41.444791,33,4,18,12
-8.339305,41.444343,52,10,33,22
-8.307832,41.445245,344,77,223,140
-8.309577,41.445215,85,23,54,34
-8.38036,41.445916,51,6,28,21
-8.297302,41.445478,84,9,43,37
-8.348207,41.463772,70,15,40,28
-8.389406,41.460371,25,7,14,8
-8.323146,41.465438,49,14,29,20
-8.32399,41.465522,31,8,16,12
-8.346487,41.465189,75,14,50,26
-8.282516,41.464819,33,12,17,9
-8.383837,41.462929,8,2,6,3
-8.342212,41.465628,89,24,49,31
-8.254911,41.464899,67,19,39,22
-8.270917,41.465656,38,10,19,13
-8.309122,41.465552,90,19,46,36
-8.337081,41.404334,57,10,39,20
-8.365459,41.407988,49,7,26,17
-8.303518,41.40761,66,13,40,26
-8.224902,41.406501,80,21,44,27
-8.371363,41.407642,77,13,43,31
-8.290846,41.407479,105,33,59,36
-8.271045,41.440691,89,14,59,32
-8.305006,41.446239,222,51,119,84
-8.251289,41.44547,3,0,2,1
-8.283487,41.446393,60,17,20,23
-8.381318,41.446189,85,15,35,35
-8.345471,41.445667,72,16,40,26
-8.370458,41.444509,29,5,12,14
-8.381777,41.446355,34,10,15,11
-8.306794,41.446875,133,26,86,54
-8.377842,41.445836,148,48,90,46
-8.283541,41.446937,20,4,7,8
-8.30566,41.446666,80,14,46,33
-8.30447,41.447203,102,28,54,37
-8.346536,41.446942,67,19,42,24
-8.26478,41.446097,80,22,46,25
-8.28373,41.447266,166,53,87,57
-8.270348,41.445995,0,0,0,0
-8.331474,41.466161,153,36,85,59
-8.296095,41.464729,28,7,13,8
-8.277456,41.462751,73,23,37,26
-8.311254,41.465388,47,13,21,15
-8.27433,41.466191,48,15,22,19
-8.380901,41.465443,61,15,35,22
-8.395867,41.464804,47,12,29,11
-8.286431,41.465791,69,13,41,24
-8.249109,41.465647,50,11,35,18
-8.289232,41.46612,52,13,26,18
-8.278033,41.466704,4,0,2,2
-8.308634,41.466608,67,12,35,25
-8.328486,41.407826,77,18,37,25
-8.366779,41.407879,55,4,28,24
-8.375587,41.40651,52,8,29,20
-8.319068,41.407926,117,25,66,44
-8.323661,41.408122,82,20,49,26
-8.300305,41.42694,59,7,32,23
-8.297908,41.427378,39,8,16,16
-8.282761,41.424653,84,22,47,28
-8.373848,41.452964,58,12,26,19
-8.367152,41.452038,126,35,78,46
-8.35876,41.453684,68,16,37,22
-8.357986,41.453828,48,12,25,18
-8.316494,41.406265,81,19,45,29
-8.22996,41.406575,52,12,26,22
-8.364668,41.451104,27,6,17,11
-8.41125,41.450224,65,13,36,21
-8.365179,41.45198,7,1,3,3
-8.366087,41.452214,26,7,15,7
-8.230812,41.407735,24,5,12,11
-8.296285,41.405979,62,9,40,28
-8.293341,41.40854,77,26,44,24
-8.325604,41.408278,53,11,35,22
-8.269493,41.406544,40,13,21,13
-8.368692,41.407777,58,16,23,22
-8.300018,41.445905,0,0,0,0
-8.28438,41.447416,105,31,58,40
-8.347782,41.446987,51,7,38,21
-8.373907,41.446546,7,1,4,3
-8.258378,41.444613,55,14,28,18
-8.302657,41.40723,83,17,49,34
-8.322016,41.407653,109,24,59,38
-8.370343,41.408414,91,15,57,32
-8.22734,41.408196,60,18,31,21
-8.312533,41.406988,4,0,4,1
-8.229664,41.408777,40,11,20,14
-8.269219,41.409179,37,2,30,13
-8.266864,41.407749,63,16,38,22
-8.254763,41.40703,11,3,6,4
-8.284753,41.407391,53,13,27,20
-8.306165,41.407749,56,3,12,3
-8.331091,41.407786,35,7,19,12
-8.298613,41.409527,87,20,59,26
-8.373555,41.408099,48,12,23,16
-8.275923,41.408052,44,10,27,15
-8.264078,41.464879,25,4,19,11
-8.342483,41.446584,106,28,63,39
-8.284552,41.447691,104,33,52,46
-8.30143,41.447686,214,26,90,94
-8.283355,41.447926,155,44,81,62
-8.3816,41.447607,33,3,20,13
-8.302213,41.447845,248,45,118,98
-8.377726,41.447499,39,13,24,13
-8.383877,41.446295,73,10,32,27
-8.295999,41.447042,42,7,17,16
-8.369139,41.447485,103,33,55,33
-8.373872,41.448102,6,2,4,1
-8.261607,41.445563,85,21,43,34
-8.304955,41.448296,156,38,105,70
-8.347343,41.448209,45,12,24,15
-8.340386,41.448483,85,17,46,35
-8.352293,41.448968,56,12,36,23
-8.37525,41.449784,41,14,21,12
-8.369232,41.448986,57,11,41,19
-8.365754,41.449435,235,64,153,82
-8.376806,41.449598,64,16,28,25
-8.37614,41.450982,30,6,17,10
-8.379062,41.45058,15,3,6,6
-8.355618,41.451101,109,33,58,36
-8.349524,41.465545,36,11,17,11
-8.399823,41.464612,84,27,45,24
-8.361991,41.450636,407,105,208,115
-8.364116,41.452802,148,36,81,50
-8.363683,41.454317,197,71,117,61
-8.362844,41.454634,105,34,65,29
-8.361452,41.455111,221,58,137,80
-8.298336,41.408096,62,16,34,25
-8.327381,41.408293,82,21,45,31
-8.241302,41.409034,86,27,52,27
-8.327437,41.409397,25,4,14,10
-8.248315,41.408526,106,39,61,32
-8.350589,41.445746,15,2,6,6
-8.304144,41.446423,271,41,158,122
-8.301612,41.447213,151,38,66,67
-8.282419,41.417604,104,24,59,35
-8.316788,41.42011,44,8,33,13
-8.370447,41.420375,85,22,50,29
-8.335994,41.416981,18,2,12,6
-8.368482,41.419975,20,2,12,10
-8.333971,41.418923,75,10,47,29
-8.373007,41.418727,41,8,17,18
-8.290701,41.419217,17,1,13,7
-8.317516,41.420509,24,3,17,8
-8.296619,41.420671,43,9,26,14
-8.283802,41.419359,63,13,41,24
-8.301438,41.42064,15,3,10,8
-8.286942,41.419074,23,5,12,9
-8.316483,41.421054,82,23,53,28
-8.40837,41.450607,19,2,10,9
-8.373821,41.450671,78,18,42,32
-8.355059,41.452606,47,10,31,19
-8.354155,41.450414,32,7,18,12
-8.370631,41.451866,120,25,63,42
-8.376992,41.452778,33,2,22,15
-8.413574,41.452279,57,13,37,20
-8.348342,41.451454,14,2,8,5
-8.366487,41.454958,96,30,58,36
-8.413405,41.45349,68,15,42,24
-8.411581,41.454633,29,6,14,12
-8.35006,41.454799,59,16,35,20
-8.418702,41.454302,31,11,18,11
-8.359429,41.455502,76,26,41,24
-8.422132,41.454,45,8,23,18
-8.425559,41.455809,55,7,37,19
-8.356671,41.455192,90,26,57,27
-8.359917,41.456804,35,9,26,10
-8.416859,41.455293,61,12,33,20
-8.364602,41.455639,119,28,71,45
-8.277482,41.468304,28,5,13,11
-8.34301,41.466306,117,32,70,40
-8.245761,41.465038,42,10,28,14
-8.261792,41.466694,64,17,34,26
-8.27235,41.467869,88,23,46,34
-8.298328,41.466302,67,18,38,22
-8.28429,41.421565,10,0,6,4
-8.368961,41.421667,101,32,67,34
-8.372886,41.421802,65,11,35,28
-8.346693,41.421421,55,12,31,21
-8.338499,41.419639,2,0,2,1
-8.367356,41.421888,17,1,11,6
-8.372038,41.421148,69,19,47,19
-8.287731,41.42135,62,13,34,23
-8.231628,41.409598,24,7,17,7
-8.234517,41.408964,54,13,35,17
-8.286389,41.408507,25,6,18,8
-8.271169,41.409912,57,24,31,17
-8.295427,41.417896,57,10,32,20
-8.315769,41.41772,89,20,41,33
-8.355857,41.452367,71,14,38,26
-8.379583,41.452473,16,7,9,5
-8.354967,41.453253,77,18,50,27
-8.35224,41.452656,44,13,25,12
-8.417735,41.451575,68,15,43,27
-8.367328,41.421154,30,6,19,10
-8.343666,41.419874,69,16,42,23
-8.375468,41.420739,55,12,34,22
-8.369306,41.420816,14,5,8,4
-8.349048,41.420625,5,1,2,2
-8.317914,41.421169,53,9,31,17
-8.368227,41.421235,217,61,131,78
-8.345709,41.421101,52,6,33,26
-8.347387,41.420794,59,15,31,25
-8.334804,41.421814,52,7,33,19
-8.332262,41.419829,3,1,2,1
-8.354766,41.420807,60,13,33,21
-8.303007,41.421745,2,0,0,1
-8.373718,41.422988,35,5,17,16
-8.300293,41.422085,34,7,20,13
-8.296137,41.422024,121,23,78,44
-8.354031,41.422755,122,33,74,43
-8.361905,41.421468,34,10,20,12
-8.310569,41.42159,67,12,31,27
-8.349627,41.422694,67,12,32,27
-8.352359,41.423467,61,18,34,21
-8.351467,41.423687,110,39,68,37
-8.358543,41.421807,50,10,21,18
-8.356198,41.4232,14,0,8,8
-8.361282,41.423633,48,10,25,17
-8.374918,41.422067,183,46,89,70
-8.315581,41.422033,81,8,31,17
-8.371846,41.422419,154,37,96,57
-8.368972,41.422342,67,8,33,30
-8.346501,41.422424,173,59,94,58
-8.36215,41.457594,48,11,29,17
-8.360777,41.458332,32,7,13,12
-8.358753,41.457747,69,24,43,22
-8.405605,41.455435,86,16,52,31
-8.42138,41.457642,52,15,32,15
-8.350173,41.457195,84,17,57,26
-8.423715,41.457982,78,21,36,23
-8.354891,41.459257,75,21,46,24
-8.366727,41.457806,91,17,49,38
-8.357206,41.458805,61,15,37,19
-8.409016,41.457714,47,11,29,19
-8.345947,41.421613,28,4,13,12
-8.300062,41.421431,155,37,93,55
-8.366359,41.418946,139,19,77,56
-8.297535,41.421264,33,7,16,12
-8.374387,41.421719,167,29,101,64
-8.390396,41.363453,21,5,13,10
-8.389959,41.364507,44,10,21,18
-8.393059,41.364583,64,8,31,26
-8.390884,41.365671,68,13,35,29
-8.394346,41.365995,23,6,13,9
-8.388133,41.366168,43,8,19,18
-8.358914,41.366385,62,15,41,19
-8.391094,41.367089,68,11,37,30
-8.392903,41.366534,78,11,45,34
-8.352702,41.419851,18,4,10,6
-8.298667,41.421924,301,69,197,115
-8.244167,41.419652,47,10,29,18
-8.317189,41.422458,62,7,32,26
-8.348442,41.425162,58,11,25,26
-8.233386,41.4233,5,0,3,2
-8.375858,41.382959,0,0,0,0
-8.306657,41.423412,6,2,2,2
-8.342967,41.391263,66,14,39,28
-8.296539,41.449535,520,109,335,238
-8.334188,41.498791,60,18,33,23
-8.32888,41.507513,3,0,2,2
-8.310398,41.444752,108,12,48,54
-8.276404,41.409805,108,38,64,32
-8.323748,41.506795,41,8,25,11
-8.283281,41.456369,89,23,50,35
-8.321705,41.443358,141,46,79,47
-8.28688,41.434168,35,10,22,12
-8.358733,41.450565,119,17,69,49
-8.38082,41.43291,27,5,13,9
-8.293925,41.421046,15,4,8,5
-8.27934,41.468266,72,17,37,23
-8.299784,41.419742,77,18,52,28
-8.266044,41.525852,32,6,23,14
-8.380047,41.446858,107,33,68,33
-8.34135,41.393054,107,24,59,38
-8.267904,41.458842,128,36,76,49
-8.218635,41.55678,9,3,2,5
-8.317123,41.493883,28,6,12,10
-8.32138,41.490974,35,12,23,9
-8.317339,41.444254,4,1,2,2
-8.325245,41.391575,54,10,30,18
-8.274331,41.45214,236,53,136,81
-8.325302,41.441213,22,3,12,8
-8.327616,41.441503,110,31,60,37
-8.325978,41.442259,149,42,84,47
-8.277295,41.457148,54,10,29,20
-8.309464,41.416654,81,14,37,31
-8.310297,41.484838,8,1,5,3
-8.318008,41.532628,2,1,1,1
-8.344978,41.377662,184,44,111,63
-8.369926,41.377293,114,27,59,34
-8.321654,41.379889,56,13,30,21
-8.357066,41.376975,37,6,19,16
-8.344987,41.379772,29,6,19,11
-8.204672,41.557847,16,6,9,5
-8.21573,41.557068,20,4,13,8
-8.303858,41.426266,224,76,143,79
-8.324535,41.468721,7,1,4,5
-8.387439,41.47262,85,22,48,29
-8.293914,41.412702,60,11,40,21
-8.332718,41.476318,51,13,32,19
-8.356407,41.424541,51,9,32,24
-8.232628,41.407667,32,9,15,12
-8.333053,41.535386,0,0,0,0
-8.267235,41.537294,4,1,3,1
-8.19702,41.549813,2,0,0,1
-8.210138,41.551491,7,0,2,5
-8.223544,41.552125,19,4,9,6
-8.206462,41.551656,11,2,6,4
-8.227806,41.552657,11,1,5,5
-8.206459,41.553279,28,8,16,10
-8.220546,41.553264,26,3,10,14
-8.203523,41.552068,28,6,15,12
-8.224976,41.553474,19,5,10,7
-8.20805,41.554075,21,4,8,8
-8.199828,41.55402,4,0,2,1
-8.214906,41.554157,28,4,14,14
-8.207588,41.556097,20,3,10,7
-8.202258,41.556982,13,4,9,4
-8.304005,41.446911,148,18,77,62
-8.342528,41.389094,84,31,50,26
-8.26272,41.460935,19,5,12,5
-8.265071,41.463644,62,11,40,26
-8.319501,41.412318,98,14,48,39
-8.291679,41.44018,254,32,83,63
-8.296767,41.448867,321,50,181,158
-8.402765,41.43405,80,24,49,26
-8.352619,41.487579,24,2,12,9
-8.397757,41.440615,58,14,31,20
-8.39437,41.435828,175,46,104,59
-8.29874,41.440456,35,6,19,17
-8.385779,41.436875,80,5,19,11
-8.390986,41.448344,32,6,17,13
-8.325144,41.386967,11,1,5,5
-8.279222,41.388449,32,7,16,11
-8.271645,41.386281,46,16,22,14
-8.330822,41.387054,0,0,0,0
-8.278629,41.387383,29,6,21,10
-8.371866,41.388186,68,18,44,22
-8.272934,41.450094,0,0,0,0
-8.316071,41.4521,164,54,105,54
-8.332451,41.451045,55,15,32,17
-8.2631,41.452223,98,18,59,36
-8.30799,41.452287,42,9,27,15
-8.276649,41.452283,60,23,32,19
-8.308217,41.501626,33,8,17,13
-8.317746,41.424473,22,6,16,9
-8.314904,41.420561,55,15,32,20
-8.299106,41.420943,296,77,198,97
-8.242293,41.506226,13,4,7,4
-8.371,41.507404,33,9,19,11
-8.319334,41.507659,64,12,36,21
-8.379667,41.508579,33,11,21,10
-8.35038,41.508811,67,14,38,21
-8.3138,41.507728,72,23,43,23
-8.366811,41.528257,51,17,23,10
-8.348284,41.494797,116,21,50,30
-8.233928,41.499957,0,0,0,0
-8.31998,41.493929,61,21,31,19
-8.223472,41.493375,5,1,2,2
-8.335312,41.495197,64,29,34,16
-8.335691,41.495883,70,21,41,25
-8.368847,41.494805,18,3,11,9
-8.305486,41.493732,60,15,36,20
-8.232533,41.495509,16,5,7,5
-8.360547,41.49647,90,25,55,32
-8.3342,41.494984,78,23,50,27
-8.249307,41.491907,17,3,11,7
-8.304976,41.496642,16,0,12,4
-8.32556,41.497489,18,6,11,5
-8.356457,41.497172,17,2,12,7
-8.365476,41.496217,25,5,9,12
-8.285242,41.493732,4,1,2,2
-8.353364,41.49949,92,25,63,30
-8.326603,41.499066,81,26,42,26
-8.332905,41.499613,55,15,28,16
-8.352207,41.499749,20,7,13,6
-8.350991,41.498967,37,5,14,17
-8.349863,41.498976,121,43,70,43
-8.348833,41.499948,28,12,16,7
-8.343774,41.499688,40,9,18,16
-8.305323,41.49918,59,11,30,24
-8.353341,41.500397,52,18,31,15
-8.373826,41.496425,35,9,17,10
-8.349608,41.501595,34,4,14,17
-8.300181,41.499782,26,8,13,9
-8.358257,41.499892,69,4,42,27
-8.362768,41.50027,73,18,44,28
-8.389678,41.498487,18,3,11,6
-8.36874,41.50022,60,13,32,18
-8.338478,41.50056,1,0,1,1
-8.245209,41.501033,38,9,20,15
-8.33075,41.501424,40,8,22,13
-8.335242,41.501717,23,4,13,8
-8.346102,41.505934,54,12,32,16
-8.267449,41.503563,25,6,16,10
-8.386664,41.505282,49,14,28,15
-8.349067,41.507825,31,5,25,12
